0.30000000000000004,1.8,0.4,-47.94117647058823
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-45
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-49
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-49
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-45
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-46
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-49
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-49
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-49
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-49
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-48
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-48
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-48
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-49
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-48
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-48
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-48
0.273,1.791,0.412,-0.266,0.185,-0.022,0.946,-48

0.2,1.8,0.4,-46.473684210526315
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-47
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-47
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-46
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-48
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-47
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-47
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-47
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-46
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-47
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-41
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-40
0.227,1.795,0.406,-0.262,0.201,-0.007,0.944,-44

0.0,1.8,0.4,-43.80392156862745
