0.5,1.2,0.30000000000000004,-45.0
0.478,1.19,0.293,-0.256,0.08,0.033,0.963,-45
0.478,1.19,0.293,-0.256,0.08,0.033,0.963,-45
0.507,1.1849999999999998,0.296,-0.262,0.097,0.028,0.96,-45
0.532,1.1829999999999998,0.301,-0.257,0.105,0.019,0.96,-39
0.511,1.21,0.337,-0.104,-0.048,0.03,0.993,-46
0.511,1.21,0.337,-0.104,-0.048,0.03,0.993,-47
0.511,1.21,0.337,-0.104,-0.048,0.03,0.993,-48
0.511,1.21,0.337,-0.104,-0.048,0.03,0.993,-45
0.511,1.21,0.337,-0.104,-0.048,0.03,0.993,-45

0.6,1.2,0.30000000000000004,-44.53846153846154
0.568,1.1769999999999998,0.298,-0.249,0.149,0.001,0.957,-46
0.568,1.1769999999999998,0.298,-0.249,0.149,0.001,0.957,-46
0.568,1.1769999999999998,0.298,-0.249,0.149,0.001,0.957,-46
0.571,1.1749999999999998,0.294,-0.244,0.152,0,0.958,-44
0.571,1.1749999999999998,0.294,-0.244,0.152,0,0.958,-42
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-43
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-43
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-43
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-43
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-45
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-46
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-46
0.563,1.212,0.285,-0.107,-0.049,0.027,0.993,-46

0.6,1.1,0.2,-40.07692307692308
0.584,1.135,0.236,-0.277,0.115,-0.033,0.953,-33
0.584,1.135,0.236,-0.277,0.115,-0.033,0.953,-42
0.584,1.135,0.236,-0.277,0.115,-0.033,0.953,-41
0.584,1.135,0.236,-0.277,0.115,-0.033,0.953,-41
0.584,1.135,0.236,-0.277,0.115,-0.033,0.953,-39
0.583,1.1119999999999999,0.21,-0.296,0.109,-0.051,0.948,-40
0.583,1.1119999999999999,0.21,-0.296,0.109,-0.051,0.948,-40
0.583,1.1119999999999999,0.21,-0.296,0.109,-0.051,0.948,-40
0.577,1.093,0.188,-0.285,0.097,-0.045,0.953,-41
0.577,1.093,0.188,-0.285,0.097,-0.045,0.953,-42
0.577,1.093,0.188,-0.285,0.097,-0.045,0.953,-41
0.573,1.0719999999999998,0.17,-0.298,0.088,-0.06,0.948,-41
0.573,1.0719999999999998,0.17,-0.298,0.088,-0.06,0.948,-40

0.6,1.0,0.10000000000000002,-40.57142857142857
0.563,1.049,0.148,-0.324,0.078,-0.07,0.94,-40
0.563,1.049,0.148,-0.324,0.078,-0.07,0.94,-45
0.563,1.049,0.148,-0.324,0.078,-0.07,0.94,-42
0.554,1.0339999999999998,0.136,-0.336,0.064,-0.07,0.937,-31
0.554,1.0339999999999998,0.136,-0.336,0.064,-0.07,0.937,-42
0.554,1.0339999999999998,0.136,-0.336,0.064,-0.07,0.937,-44
0.554,1.0339999999999998,0.136,-0.336,0.064,-0.07,0.937,-40

0.5,1.0,0.10000000000000002,-37.74390243902439
0.549,1.02,0.126,-0.351,0.054,-0.084,0.931,-28
0.549,1.02,0.126,-0.351,0.054,-0.084,0.931,-37
0.549,1.02,0.126,-0.351,0.054,-0.084,0.931,-32
0.549,1.02,0.126,-0.351,0.054,-0.084,0.931,-38
0.549,1.02,0.126,-0.351,0.054,-0.084,0.931,-40
0.541,1.01,0.115,-0.361,0.046,-0.087,0.927,-39
0.541,1.01,0.115,-0.361,0.046,-0.087,0.927,-37
0.541,1.01,0.115,-0.361,0.046,-0.087,0.927,-39
0.541,1.01,0.115,-0.361,0.046,-0.087,0.927,-39
0.541,1.01,0.115,-0.361,0.046,-0.087,0.927,-38
